"candidate_rank","gene","sender_evidence_level","candidate_label","ligand_annotation_source","database_version","mapping_status","nichenet_lr_edge_n","omnipath_row_n","omnipath_ligand_annotation","omnipath_transmitter_annotation","omnipath_secreted_annotation","omnipath_extracellular_annotation","protein_secretome_annotation","omnipath_databases","nichenet_resource_sha256","omnipath_snapshot_sha256","freeze_status","source_url.x","gse182_supported_donor_n","gse199_supported_donor_n","total_supported_donor_n","gse182_low_detected_donor_n","gse199_low_detected_donor_n","gse182_median_CPM","gse199_median_CPM","gse182_median_fraction","gse199_median_fraction","gse182_median_rank","gse199_median_rank","between_donor_log2cpm_sd","donor_variable_flag","baseline_classification","uc_median_rank","non_uc_median_rank","uc_minus_non_uc_rank","source_context_flag","robustness_rule","source_context_interpretation","source_url.y","gene_measured","donor1_effect","donor2_effect","donor2_p2_effect","donor2_p5_effect","median_donor_effect","absolute_median_donor_effect","retained_after_stimulation_all_strata","licensing_classification","classification_rule","source_url","transcriptomic_sender_evidence","ligand_claim","sender_competence","licensing_responsive_ligand","protein_evidence_interpretation","phase4_eligible","source_url_phase3","min_dataset_median_rank"
115,"GPI","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,38,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;Cellinker;CellTalkDB;ComPPI;connectomeDB2020;ConnectomeDB2025;DGIdb;EMBRACE;GO_Intercell;HPA_secretome;HPMR;ICELLNET;iTALK;LRdb;OmniPath;Ramilowski2015;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,42.0140943465985,53.5832220753982,0.61735699615551,0.540693106790451,0.895622895622896,0.897774113767519,0.239275751717775,"NO","ROBUST_BASELINE_SENDER",0.895622895622896,0.863215488215488,0.0324074074074073,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-0.64768603732475,-0.197518569074733,-0.28581670116323,-0.109220436986235,-0.422602303199741,0.422602303199741,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.895622895622896
116,"CD47","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,57,"YES","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Adhesome;CellCellInteractions;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;ComPPI;connectomeDB2020;ConnectomeDB2025;CSPA;DGIdb;GO_Intercell;Guide2Pharma;HGNC;HPMR;ICELLNET;iTALK;LOCATE;LRdb;OmniPath;Phobius;Ramilowski_location;Ramilowski2015;scConnect;Surfaceome;talklr;UniProt_keyword;UniProt_location;UniProt_topology;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,41.4788495865841,86.181314227995,0.611381654765765,0.683536169673749,0.89520202020202,0.91962077493817,0.584878731593976,"NO","ROBUST_BASELINE_SENDER",0.89520202020202,0.907828282828283,-0.0126262626262628,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.214019745240862,0.317418554702847,0.611553979897194,0.0232831295085004,0.265719149971855,0.265719149971855,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.89520202020202
117,"MFAP2","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,23,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCellInteractions;Cellinker;CellTalkDB;ConnectomeDB2025;GO_Intercell;HPA_secretome;iTALK;LOCATE;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski_location;Ramilowski2015;SignaLink_function;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,112.298292598405,49.3843264244163,0.725098181839022,0.487716469970193,0.918350168350168,0.892415498763397,0.885300404131404,"YES","ROBUST_BASELINE_SENDER",0.918350168350168,0.861531986531987,0.0568181818181819,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-2.29690185185947,-0.870822090826793,-1.77085488507549,0.0292107034219015,-1.58386197134313,1.58386197134313,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.892415498763397
118,"BGN","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",4,17,"NO","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;Cellinker;ComPPI;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HGNC;HPA_secretome;Matrisome;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,93.6799776112601,96.0787785745636,0.575185522244282,0.613407886085604,0.888468013468014,0.924154987633965,1.31860854977816,"YES","ROBUST_BASELINE_SENDER",0.888468013468014,0.963383838383838,-0.0749158249158248,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.215507448342856,-0.742182469563274,-0.912930629400623,-0.571434309725924,-0.263337510610209,0.478844958953065,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.888468013468014
119,"MMP2","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",10,30,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellChatDB;Cellinker;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HPA_secretome;LOCATE;Matrisome;OmniPath;scConnect;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,612.594623306354,46.962735189259,0.991488387964767,0.447339612090127,0.974747474747475,0.887881286067601,1.82309881629833,"YES","ROBUST_BASELINE_SENDER",0.974747474747475,0.959175084175084,0.0155723905723906,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.407345698680815,0.815123174034391,0.0441391917056473,1.58610715636313,0.611234436357603,0.611234436357603,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.887881286067601
120,"PRNP","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",2,67,"YES","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","CellChatDB;Cellinker;ComPPI;ConnectomeDB2025;CSPA;DGIdb;GO_Intercell;ICELLNET;OmniPath;Phobius;Ramilowski_location;Surfaceome;TopDB;UniProt_keyword;UniProt_location;UniProt_topology","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,37.1802763578438,56.0061184514224,0.572135258587299,0.551362988230445,0.885942760942761,0.901896125309151,0.461393938205423,"NO","ROBUST_BASELINE_SENDER",0.885942760942761,0.870791245791246,0.0151515151515153,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-1.1782125168992,-1.04942940725395,-1.74554575514585,-0.353313059362054,-1.11382096207657,1.11382096207657,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.885942760942761
121,"ANGPTL4","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",13,28,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCellInteractions;CellChatDB;Cellinker;CellTalkDB;ComPPI;ConnectomeDB2025;EMBRACE;HGNC;HPA_secretome;iTALK;Kirouac2010;LOCATE;Matrisome;MatrixDB;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,35.5796879855847,48.5323248034089,0.493440797254522,0.42147909201837,0.885942760942761,0.891178895300907,0.432455915807388,"YES","ROBUST_BASELINE_SENDER",0.885942760942761,0.789983164983165,0.0959595959595959,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",2.73028881432663,1.42915423423933,-0.462248169400812,3.32055663787947,2.07972152428298,2.07972152428298,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.885942760942761
122,"ATP1B1","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,34,"NO","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;Cellinker;CSPA;GO_Intercell;HGNC;LOCATE;OmniPath;Phobius;Ramilowski_location;Surfaceome;TopDB;UniProt_keyword;UniProt_location;UniProt_topology","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,45.987022805055,57.8045957952773,0.534731663370457,0.549326146638817,0.884680134680135,0.901483924154988,0.626833390340928,"YES","ROBUST_BASELINE_SENDER",0.884680134680135,0.776515151515152,0.108164983164983,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.0770289178420312,-0.257150002306734,-0.582547742604046,0.0682477379905782,-0.0900605422323513,0.167089460074383,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.884680134680135
123,"TFPI","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,21,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;Cellinker;ComPPI;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HPA_secretome;OmniPath;Surfaceome;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,82.0453933857421,40.1528186407776,0.823452910686167,0.417898221048443,0.922979797979798,0.884583676834295,0.814252378176656,"YES","ROBUST_BASELINE_SENDER",0.922979797979798,0.938131313131313,-0.0151515151515151,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-1.20657914799207,-0.102615639638636,-0.76940775071273,0.564176471435458,-0.654597393815354,0.654597393815354,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.884583676834295
124,"MMP14","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",7,39,"YES","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;Cellinker;ComPPI;ConnectomeDB2025;GO_Intercell;LOCATE;Matrisome;Membranome;OmniPath;Phobius;Ramilowski_location;scConnect;Surfaceome;TopDB;UniProt_keyword;UniProt_location;UniProt_topology","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,45.8721076001637,53.3757758271082,0.583685942608538,0.522235413115437,0.883417508417509,0.895713107996702,0.632640385146774,"YES","ROBUST_BASELINE_SENDER",0.883417508417509,0.885942760942761,-0.00252525252525249,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",1.42571131738321,0.428081952545215,-0.259112181237481,1.11527608632791,0.926896634964213,0.926896634964213,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.883417508417509
125,"WNT5A","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",14,44,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;EMBRACE;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;HPMR;ICELLNET;iTALK;Kirouac2010;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;SignaLink_function;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,32.1056134313278,79.6939365806044,0.479638318784957,0.58960624890188,0.880892255892256,0.913437757625721,0.798168787784791,"YES","ROBUST_BASELINE_SENDER",0.880892255892256,0.841329966329966,0.0395622895622895,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.72727554380449,-0.654438102678522,-1.54825661061607,0.239380405259029,0.0364187205629839,0.690856823241506,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.880892255892256
126,"ENG","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,38,"YES","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Adhesome;Almen2009;CellChatDB;Cellinker;connectomeDB2020;ConnectomeDB2025;CSPA;DGIdb;GO_Intercell;LOCATE;Membranome;OmniPath;Phobius;Ramilowski_location;Surfaceome;TopDB;UniProt_keyword;UniProt_location;UniProt_topology","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,37.8198869989572,38.4517906923666,0.572535265305486,0.438191320108484,0.88973063973064,0.8800494641385,0.0908033750994137,"NO","ROBUST_BASELINE_SENDER",0.88973063973064,0.936447811447811,-0.0467171717171717,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.7302012226765,0.612715670749811,-0.0156057518754348,1.24103709337506,0.671458446713155,0.671458446713155,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.8800494641385
