gene,sender_evidence_level,baseline_datasets,licensing_dataset,gse182158_supported_donor_n,gse199071_supported_donor_n,total_supported_donor_n,baseline_classification,licensing_class,secreted_annotation,extracellular_annotation,P1_PARACRINE_CORE,P2_EXTRACELLULAR_EXTENDED,P3_FULL_LR_SENSITIVITY,primary_scope,protein_topology,topology_audit_status,huc_wj_msc_ev_protein_evidence,soluble_cm_protein_evidence,protein_source_classification,protein_evidence_datasets,phase4_eligible,phase4a_best_tier,manuscript_facing_sender_interpretation,source_url
NMB,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,NOT_PRIORITIZED,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
NRP1,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
NT5E,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,NOT_PRIORITIZED,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
NUCB2,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
PAM,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
PLAT,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
PLTP,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
PLXNA1,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
PRNP,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
PSAP,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
PSEN1,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,INTRACELLULAR_OR_QUESTIONABLE_PARACRINE,AUDITED_FROZEN17,YES,NO,HUCMSC_EV_PROTEIN_DIRECT,YU2024_SUPP,YES,TIER_A_DIRECTIONAL_RESCUE_CANDIDATE,TRANSCRIPTOMIC_SENDER_WITH_FROZEN_PHASE4B_PROTEIN_AUDIT,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
PTDSS1,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
RECK,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_C_EXTENDED_EXTRACELLULAR,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
RPS19,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
RTN4,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
S100A10,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,NOT_PRIORITIZED,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
S100A4,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
SARAF,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO,NO,YES,P3_FULL_LR_SENSITIVITY,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
SDC4,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
SEMA3C,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
SEMA5A,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,NO,YES,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
SERPINE2,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
SHISA4,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO,NO,YES,P3_FULL_LR_SENSITIVITY,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
SIRPA,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
SNX14,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,NOT_PRIORITIZED,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
SPARC,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
TCTN3,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO,NO,YES,P3_FULL_LR_SENSITIVITY,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,NOT_PRIORITIZED,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
TFPI,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
TGFB1,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_C_EXTENDED_EXTRACELLULAR,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
TGFBI,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
TGM2,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
TGOLN2,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO,NO,YES,P3_FULL_LR_SENSITIVITY,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
THY1,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,NOT_AUDITED_PHASE4B_FROZEN17_ONLY,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,NOT_SYSTEMATICALLY_AUDITED,YES,TIER_B_COMPATIBILITY_CANDIDATE,TRANSCRIPTOMIC_SENDER; PROTEIN_SECRETION_NOT_SYSTEMATICALLY_TESTED,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
TIMP1,S2,GSE182158;GSE199071,GSE117837,2,4,6,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,YES,YES,YES,P1_PARACRINE_CORE,CANONICAL_SOLUBLE_SECRETED,AUDITED_FROZEN17,YES,NO,HUCMSC_EV_PROTEIN_DIRECT,FIGUEROA2025_SUPP;PXD020948;PXD056371;YU2024_SUPP,YES,TIER_A_DIRECTIONAL_RESCUE_CANDIDATE,TRANSCRIPTOMIC_SENDER_WITH_FROZEN_PHASE4B_PROTEIN_AUDIT,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|results/04_phase4a/freeze/phase4_sender_scopes.csv|results/04_phase4b1/corrected_hucmsc_protein_source_evidence.csv
